Pavadinimas,Metai,Kėbulo tipas,Kaina,Kuras,Pavarų dėžė,Variklis,Rida,Miestas,Nuoroda
Skoda Scala,2019-12,Hečbekas,6 899 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",120 000 km,Prienai,https://autoplius.lt/skelbimai/skoda-scala-1-6-l-hecbekas-2019-dyzelinas-29886772.html
Skoda Octavia,2016-04,Universalas,6 900 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",285 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2016-dyzelinas-29826132.html
Skoda Octavia,2016,Universalas,6 650 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",281 000 km,Mažeikiai,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2016-dyzelinas-29592793.html
Skoda Octavia,2016-12,Universalas,6 400 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",245 656 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2016-dyzelinas-29891342.html
Skoda Octavia,2016-12,Universalas,6 200 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",270 213 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2016-dyzelinas-27816967.html
Skoda Octavia,2016-11,Hečbekas,6 000 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",198 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2016-dyzelinas-29632659.html
Skoda Octavia,2015-12,Universalas,6 450 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",258 700 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2015-dyzelinas-29694853.html
Skoda Octavia,2013-12,Universalas,6 650 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",271 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2013-dyzelinas-29890270.html
Skoda Octavia,2017-03,Universalas,6 500 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",292 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2017-dyzelinas-29923761.html
Skoda Octavia,2014-12,Universalas,6 350 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",280 000 km,Ukmergė,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2014-dyzelinas-29999413.html
Skoda Octavia,2015-08,Hečbekas,6 350 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",307 897 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2015-dyzelinas-30026471.html
Skoda Yeti,2014-09,Visureigis / Krosoveris,6 500 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",233 000 km,Raseiniai,https://autoplius.lt/skelbimai/skoda-yeti-1-6-l-visureigis-krosoveris-2014-dyzelinas-29772833.html
Skoda Superb,2011,Universalas,6 390 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",254 502 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2011-dyzelinas-30056501.html
Skoda Octavia,2015-07,Universalas,6 250 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",283 100 km,Radviliškis,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2015-dyzelinas-30071323.html
Skoda Octavia,2015-07,Universalas,6 450 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",217 537 km,Utena,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2015-dyzelinas-27463681.html
Skoda Octavia,2015-04,Universalas,6 000 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",215 499 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2015-dyzelinas-29661525.html
Skoda Superb,2015,Universalas,6 300 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",301 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2015-dyzelinas-29558731.html
Skoda Rapid,2014,Hečbekas,6 490 €,Dyzelinas,Automatinė,"1.6 l., 66 kW",202 135 km,Kaunas,https://autoplius.lt/skelbimai/skoda-rapid-1-6-l-hecbekas-2014-dyzelinas-29904462.html
Skoda Rapid,2014,Hečbekas,6 590 €,Dyzelinas,Automatinė,"1.6 l., 66 kW",238 115 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-rapid-1-6-l-hecbekas-2014-dyzelinas-29527750.html
Skoda Octavia,2019-05,Universalas,6 900 €,Benzinas / dujos,Automatinė,"1.5 l., 96 kW",290 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2019-benzinas-dujos-29904560.html
Skoda Octavia,2018,Universalas,6 990 €,Benzinas / dujos,Mechaninė,"1.4 l., 81 kW",218 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2018-benzinas-dujos-30019289.html
Skoda Fabia,2016-05,Universalas,6 250 €,Dyzelinas,Mechaninė,"1.4 l., 66 kW",253 620 km,Kaunas,https://autoplius.lt/skelbimai/skoda-fabia-1-4-l-universalas-2016-dyzelinas-29761449.html
Skoda Fabia,2017-07,Universalas,6 650 €,Dyzelinas,Mechaninė,"1.4 l., 66 kW",116 000 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-fabia-1-4-l-universalas-2017-dyzelinas-29864542.html
Skoda Fabia,2016,Hečbekas,6 990 €,Dyzelinas,Mechaninė,"1.4 l., 66 kW",225 117 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-fabia-1-4-l-hecbekas-2016-dyzelinas-29432674.html
Skoda Octavia,2014,Hečbekas,6 700 €,Benzinas,Automatinė,"1.4 l., 103 kW",190 000 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-hecbekas-2014-benzinas-29891280.html
Skoda Fabia Scout,2016-10,Universalas,6 150 €,Dyzelinas,Mechaninė,"1.4 l.,",117 800 km,Utena,https://autoplius.lt/skelbimai/skoda-fabia-scout-1-4-l-universalas-2016-dyzelinas-29404632.html
Skoda Rapid,2017-05,Hečbekas,6 300 €,Benzinas,Mechaninė,"1.2 l., 81 kW",230 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-rapid-1-2-l-hecbekas-2017-benzinas-30065303.html
Skoda Rapid,2016-09,Hečbekas,6 200 €,Benzinas,Mechaninė,"1.2 l., 81 kW",192 143 km,Kaunas,https://autoplius.lt/skelbimai/skoda-rapid-1-2-l-hecbekas-2016-benzinas-29825676.html
Skoda Yeti,2014-12,Visureigis / Krosoveris,6 200 €,Benzinas,Mechaninė,"1.2 l., 77 kW",246 090 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-yeti-1-2-l-visureigis-krosoveris-2014-benzinas-29915721.html
Skoda Fabia Scout,2016-12,Universalas,6 750 €,Benzinas,Mechaninė,"1.2 l., 77 kW",212 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-fabia-scout-1-2-l-universalas-2016-benzinas-29907690.html
Skoda Octavia,2016-01,Universalas,6 750 €,Benzinas,Mechaninė,"1.2 l., 77 kW",83 000 km,Radviliškis,https://autoplius.lt/skelbimai/skoda-octavia-1-2-l-universalas-2016-benzinas-30010009.html
Skoda Rapid,2016-04,Hečbekas,6 100 €,Benzinas,Mechaninė,"1.2 l., 66 kW",175 300 km,Vilnius,https://autoplius.lt/skelbimai/skoda-rapid-1-2-l-hecbekas-2016-benzinas-29826688.html
Skoda Octavia,2018-06,Universalas,6 900 €,Benzinas,Automatinė,"1.0 l., 85 kW",252 757 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-universalas-2018-benzinas-30049873.html
Skoda Octavia,2018-04,Hečbekas,6 900 €,Benzinas,Mechaninė,"1.0 l., 85 kW",92 497 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-hecbekas-2018-benzinas-29746649.html
Skoda Fabia,2019-03,Hečbekas,6 500 €,Benzinas,Mechaninė,"1.0 l., 81 kW",180 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-fabia-1-0-l-hecbekas-2019-benzinas-30043383.html
Skoda Rapid,2017-12,Sedanas,6 800 €,Benzinas,Mechaninė,"1.0 l., 70 kW",118 568 km,Vilnius,https://autoplius.lt/skelbimai/skoda-rapid-1-0-l-sedanas-2017-benzinas-29824252.html
Skoda Fabia,2020-07,Hečbekas,6 900 €,Benzinas,Mechaninė,"1.0 l., 70 kW",194 900 km,Vilnius,https://autoplius.lt/skelbimai/skoda-fabia-1-0-l-hecbekas-2020-benzinas-30015191.html
Skoda Fabia,2018-04,Universalas,6 800 €,Benzinas,Mechaninė,"1.0 l., 70 kW",81 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-fabia-1-0-l-universalas-2018-benzinas-27659626.html
Skoda Fabia,2018-12,Hečbekas,6 650 €,Benzinas,Mechaninė,"1.0 l., 70 kW",184 952 km,Kaunas,https://autoplius.lt/skelbimai/skoda-fabia-1-0-l-hecbekas-2018-benzinas-30043285.html
Skoda Yeti,2014-12,Vienatūris,7 900 €,Dyzelinas,Mechaninė,"2.0 l., 81 kW",210 041 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-yeti-2-0-l-vienaturis-2014-dyzelinas-29758193.html
Skoda Octavia Scout,2014-11,Universalas,7 000 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",400 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-scout-2-0-l-universalas-2014-dyzelinas-30007749.html
Skoda Octavia,2014-05,Universalas,7 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",326 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2014-dyzelinas-30006481.html
Skoda Octavia Scout,2015-01,Universalas,7 100 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",,Molėtai,https://autoplius.lt/skelbimai/skoda-octavia-scout-2-0-l-universalas-2015-dyzelinas-30011381.html
Skoda Superb,2013-08,Universalas,7 999 €,Dyzelinas,Automatinė,"2.0 l., 125 kW",336 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2013-dyzelinas-30023377.html
Skoda Superb,2016-07,Universalas,7 850 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",276 000 km,Akmenė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2016-dyzelinas-29755365.html
Skoda Octavia,2016-02,Universalas,7 700 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",368 837 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2016-dyzelinas-29292594.html
Skoda Octavia,2016-10,Universalas,7 700 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",349 300 km,Varėna,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2016-dyzelinas-29452894.html
Skoda Octavia,2018,Universalas,7 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",270 205 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2018-dyzelinas-29802267.html
Skoda Octavia,2016-11,Universalas,7 150 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2016-dyzelinas-29894832.html
Skoda Superb,2018-11,Hečbekas,7 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",270 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2018-dyzelinas-29706079.html
Skoda Octavia,2023-03,Universalas,7 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",157 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2023-dyzelinas-29764213.html
Skoda Octavia,2021-05,Universalas,7 150 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",286 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2021-dyzelinas-30066177.html
Skoda Superb,2020-01,Universalas,7 600 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",2 950 km,Telšiai,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2020-dyzelinas-30049405.html
Skoda Yeti,2014-10,Visureigis / Krosoveris,7 400 €,Dyzelinas,Automatinė,"2.0 l., 103 kW",382 000 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-yeti-2-0-l-visureigis-krosoveris-2014-dyzelinas-30072265.html
Skoda Superb,2014-07,Universalas,7 600 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",266 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2014-dyzelinas-29668937.html
Skoda Octavia,2017-02,Universalas,7 200 €,Benzinas,Automatinė,"1.8 l., 132 kW",214 965 km,Rokiškis,https://autoplius.lt/skelbimai/skoda-octavia-1-8-l-universalas-2017-benzinas-29770163.html
Skoda Superb,2016-05,Universalas,7 150 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",428 600 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2016-dyzelinas-30043733.html
Skoda Superb,2016-09,Universalas,7 500 €,Dyzelinas,Mechaninė,"1.6 l., 88 kW",310 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2016-dyzelinas-29803077.html
Skoda Superb,2015-11,Universalas,7 900 €,Dyzelinas,Mechaninė,"1.6 l., 88 kW",249 500 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2015-dyzelinas-30039007.html
Skoda Octavia,2018-10,Universalas,7 550 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",333 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2018-dyzelinas-29291270.html
Skoda Octavia,2017-04,Universalas,7 999 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",210 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2017-dyzelinas-28966163.html
Skoda Rapid,2017-01,Hečbekas,7 300 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",88 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-rapid-1-6-l-hecbekas-2017-dyzelinas-30008791.html
Skoda Octavia,2019-09,Hečbekas,7 200 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",356 252 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2019-dyzelinas-28856129.html
Skoda Rapid,2016-11,Hečbekas,7 200 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",250 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-rapid-1-6-l-hecbekas-2016-dyzelinas-29789141.html
Skoda Octavia,2015-12,Universalas,7 500 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",180 890 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2015-dyzelinas-29634973.html
Skoda Octavia,2017-01,Hečbekas,7 900 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",201 702 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2017-dyzelinas-29823627.html
Skoda Octavia,2015-10,Universalas,7 700 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",218 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2015-dyzelinas-29756865.html
Skoda Octavia,2017-01,Sedanas,7 900 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",150 000 km,Alytus,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-sedanas-2017-dyzelinas-30027033.html
Skoda Superb,2013,Universalas,7 990 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",279 113 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2013-dyzelinas-29553811.html
Skoda Octavia,2019-05,Universalas,7 100 €,Benzinas / dujos,Automatinė,"1.5 l., 96 kW",195 462 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2019-benzinas-dujos-30046173.html
Skoda Octavia,2019-04,Universalas,7 865 €,Benzinas,Automatinė,"1.5 l., 110 kW",308 200 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2019-benzinas-30064549.html
Skoda Fabia Scout,2017-08,Universalas,7 500 €,Dyzelinas,Automatinė,"1.4 l., 66 kW",168 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-fabia-scout-1-4-l-universalas-2017-dyzelinas-28828911.html
Skoda Rapid,2017-05,Hečbekas,7 951 €,Dyzelinas,Mechaninė,"1.4 l., 66 kW",165 134 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-rapid-1-4-l-hecbekas-2017-dyzelinas-29180909.html
Skoda Octavia,2017-05,Universalas,7 900 €,Benzinas,Mechaninė,"1.4 l., 110 kW",219 000 km,Alytus,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2017-benzinas-29788255.html
Skoda Octavia,2016-02,Universalas,7 590 €,Benzinas,Automatinė,"1.4 l., 110 kW",214 168 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2016-benzinas-29801527.html
Skoda Octavia,2019-04,Universalas,7 200 €,Benzinas,Automatinė,"1.0 l., 85 kW",275 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-universalas-2019-benzinas-29688325.html
Skoda Octavia,2018-05,Hečbekas,7 400 €,Benzinas,Mechaninė,"1.0 l., 85 kW",149 300 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-hecbekas-2018-benzinas-29782055.html
Skoda Octavia,2020-02,Hečbekas,7 700 €,Benzinas,Mechaninė,"1.0 l., 85 kW",262 000 km,Utena,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-hecbekas-2020-benzinas-30021799.html
Skoda Fabia,2018-12,Hečbekas,7 900 €,Benzinas,Mechaninė,"1.0 l., 81 kW",212 140 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-fabia-1-0-l-hecbekas-2018-benzinas-30046825.html
Skoda Rapid,2018-10,Hečbekas,7 000 €,Benzinas,Mechaninė,"1.0 l., 81 kW",166 850 km,Vilnius,https://autoplius.lt/skelbimai/skoda-rapid-1-0-l-hecbekas-2018-benzinas-29590139.html
Skoda Fabia,2019-09,Hečbekas,7 900 €,Benzinas,Mechaninė,"1.0 l., 70 kW",112 500 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-fabia-1-0-l-hecbekas-2019-benzinas-29565073.html
Skoda Enyaq,2022-11,Visureigis / Krosoveris,8 999 €,"Elektra, 82 kWh",Automatinė,"Elektra, 82 kWh",120 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-enyaq-82-kwh-visureigis-krosoveris-2022-elektra-30077225.html
Skoda Octavia,2023-06,Universalas,8 500 €,Benzinas / elektra,Automatinė,81 kW,48 458 km,"Harjumaa, Estija",https://autoplius.lt/skelbimai/skoda-octavia-universalas-2023-benzinas-elektra-29914465.html
Skoda Yeti,2017-04,Visureigis / Krosoveris,8 750 €,Dyzelinas,Mechaninė,"2.0 l., 81 kW",302 000 km,Švenčionys,https://autoplius.lt/skelbimai/skoda-yeti-2-0-l-visureigis-krosoveris-2017-dyzelinas-30053981.html
Skoda Superb,2015-03,Sedanas,8 100 €,Benzinas,Automatinė,"2.0 l., 147 kW",127 930 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-sedanas-2015-benzinas-29664175.html
Skoda Superb,2016-05,Sedanas,8 450 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",360 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-sedanas-2016-dyzelinas-29927949.html
Skoda Superb,2016-01,Universalas,8 800 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",289 979 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2016-dyzelinas-30039357.html
Skoda Octavia Scout,2015-12,Universalas,8 400 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",300 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-octavia-scout-2-0-l-universalas-2015-dyzelinas-30016563.html
Skoda Octavia Scout,2015-06,Universalas,8 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",254 522 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-scout-2-0-l-universalas-2015-dyzelinas-29737895.html
Skoda Octavia Scout,2016-09,Universalas,8 500 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",227 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-octavia-scout-2-0-l-universalas-2016-dyzelinas-30076589.html
Skoda Octavia,2017-01,Universalas,8 700 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",280 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2017-dyzelinas-29989639.html
Skoda Octavia,2014-07,Universalas,8 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",240 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2014-dyzelinas-30072149.html
Skoda Octavia,2019-04,Universalas,8 550 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",310 644 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2019-dyzelinas-28269318.html
Skoda Octavia,2017-07,Universalas,8 950 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",217 500 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2017-dyzelinas-29844882.html
Skoda Octavia Scout,2015-04,Universalas,8 200 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",225 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-scout-2-0-l-universalas-2015-dyzelinas-30033131.html
Skoda Octavia,2017-12,Universalas,8 700 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",300 500 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2017-dyzelinas-30028445.html
Skoda Octavia,2019-12,Universalas,8 400 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",260 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2019-dyzelinas-30039225.html
Skoda Superb,2017-06,Universalas,8 550 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",336 769 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2017-dyzelinas-30020243.html
Skoda Octavia,2020-11,Hečbekas,8 900 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",417 000 km,Alytus,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-hecbekas-2020-dyzelinas-30027053.html
Skoda Octavia,2016-04,Universalas,8 800 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",150 200 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2016-dyzelinas-30011509.html
Skoda Octavia,2015-07,Universalas,8 350 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",213 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2015-dyzelinas-30029209.html
Skoda Superb,2013-07,Sedanas,8 299 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",157 500 km,Utena,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-sedanas-2013-dyzelinas-28781299.html
Skoda Octavia,2017-10,Hečbekas,8 200 €,Benzinas,Mechaninė,"1.8 l., 132 kW",121 572 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-1-8-l-hecbekas-2017-benzinas-29178379.html
Skoda Superb,2015-04,Hečbekas,8 200 €,Benzinas,Automatinė,"1.8 l., 118 kW",97 518 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-8-l-hecbekas-2015-benzinas-30030075.html
Skoda Superb,2016,Universalas,8 400 €,Dyzelinas,Mechaninė,"1.6 l., 88 kW",227 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2016-dyzelinas-29684301.html
Skoda Superb,2017-08,Universalas,8 600 €,Dyzelinas,Mechaninė,"1.6 l., 88 kW",283 000 km,"Rīga, Latvija",https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2017-dyzelinas-29813427.html
Skoda Superb,2016-01,Universalas,8 999 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",276 189 km,Alytus,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2016-dyzelinas-29890784.html
Skoda Superb,2016-01,Universalas,8 089 €,Dyzelinas,Mechaninė,"1.6 l., 88 kW",334 867 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2016-dyzelinas-30051737.html
Skoda Superb,2019-04,Sedanas,8 700 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",392 725 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-sedanas-2019-dyzelinas-30063129.html
Skoda Superb,2018-11,Universalas,8 450 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",286 102 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2018-dyzelinas-29924405.html
Skoda Superb,2016-08,Universalas,8 200 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",280 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2016-dyzelinas-29923505.html
Skoda Octavia,2018-12,Universalas,8 800 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",210 500 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2018-dyzelinas-30072575.html
Skoda Octavia,2018-11,Universalas,8 300 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",226 200 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2018-dyzelinas-24931079.html
Skoda Octavia,2018-09,Universalas,8 999 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2018-dyzelinas-30047903.html
Skoda Octavia,2018-11,Hečbekas,8 700 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",227 000 km,Mažeikiai,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2018-dyzelinas-27116775.html
Skoda Octavia,2018-09,Universalas,8 950 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",166 000 km,Jonava,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2018-dyzelinas-29919695.html
Skoda Octavia,2019-12,Hečbekas,8 499 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",311 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2019-dyzelinas-30011733.html
Skoda Octavia,2018-06,Universalas,8 400 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",305 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2018-dyzelinas-29894740.html
Skoda Octavia,2018-03,Hečbekas,8 200 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",310 385 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2018-dyzelinas-30070547.html
Skoda Octavia,2016-10,Sedanas,8 800 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",154 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-sedanas-2016-dyzelinas-29697727.html
