Pavadinimas,Metai,Kėbulo tipas,Kaina,Kuras,Pavarų dėžė,Variklis,Rida,Miestas,Nuoroda
Volkswagen Golf,2012-12,Hečbekas,2 750 €,Benzinas,Mechaninė,"1.4 l., 90 kW",120 433 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2012-benzinas-29905426.html
Volkswagen Golf,2009-02,Universalas,2 750 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",236 000 km,Skaudvilė,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2009-dyzelinas-29334690.html
Volkswagen Golf,2009-11,Hečbekas,2 950 €,Benzinas,Mechaninė,"1.4 l., 59 kW",198 611 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2009-benzinas-29580123.html
Volkswagen Golf,2016-07,Universalas,2 990 €,Benzinas,Mechaninė,"1.2 l., 63 kW",169 350 km,Panevėžys,https://autoplius.lt/skelbimai/volkswagen-golf-1-2-l-universalas-2016-benzinas-30019459.html
Volkswagen Golf,2009-02,Universalas,3 100 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",213 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2009-dyzelinas-30010133.html
Volkswagen Golf,2009-09,Universalas,3 100 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",259 500 km,Prienai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2009-dyzelinas-29452106.html
Volkswagen Golf,2012-11,Universalas,3 200 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",221 345 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2012-dyzelinas-29658639.html
Volkswagen Golf,2010-10,Hečbekas,3 200 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",331 425 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2010-dyzelinas-29913743.html
Volkswagen Golf,2012-10,Universalas,3 490 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",320 000 km,Raseiniai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2012-dyzelinas-30032957.html
Volkswagen Golf,2010-12,Universalas,3 499 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2010-dyzelinas-29680415.html
Volkswagen Golf,2011-02,Hečbekas,3 550 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",301 150 km,Utena,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2011-dyzelinas-30047885.html
Volkswagen Golf,2009-10,Hečbekas,3 550 €,Dyzelinas,Mechaninė,"2.0 l., 81 kW",266 000 km,Alytus,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2009-dyzelinas-29981535.html
Volkswagen Golf,2017-12,Universalas,3 600 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",326 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2017-dyzelinas-30002563.html
Volkswagen Golf,2011-05,Universalas,3 699 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",260 000 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2011-dyzelinas-30049007.html
Volkswagen Golf,2006-06,Hečbekas,3 700 €,Benzinas,Automatinė,"2.0 l., 110 kW",214 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2006-benzinas-29518578.html
Volkswagen Golf,2010-07,Hečbekas,3 700 €,Benzinas,Automatinė,"1.6 l., 75 kW",308 000 km,Plungė,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2010-benzinas-30041931.html
Volkswagen Golf,2011-05,Universalas,3 900 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",162 000 km,Klaipėda,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2011-dyzelinas-29835970.html
Volkswagen Golf,2020-01,Hečbekas,3 900 €,Benzinas,Mechaninė,"1.0 l., 81 kW",97 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-0-l-hecbekas-2020-benzinas-29899634.html
Volkswagen Golf,2014-05,Kabrioletas,4 500 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",244 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-kabrioletas-2014-dyzelinas-28539209.html
Volkswagen Golf,2013-02,Universalas,4 650 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",257 000 km,Radviliškis,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2013-dyzelinas-29923943.html
Volkswagen Golf,2011-06,Hečbekas,4 650 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",159 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2011-dyzelinas-30020623.html
Volkswagen Golf,2011-09,Hečbekas,4 650 €,Benzinas,Automatinė,"1.2 l., 77 kW",230 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-1-2-l-hecbekas-2011-benzinas-29868882.html
Volkswagen Golf,2010-07,Hečbekas,4 750 €,Benzinas,Mechaninė,"1.4 l., 59 kW",98 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2010-benzinas-28831753.html
Volkswagen Golf,2010-05,Hečbekas,4 899 €,Benzinas,Automatinė,"1.4 l., 90 kW",120 964 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2010-benzinas-30026583.html
Volkswagen Golf,2015-12,Universalas,4 900 €,Benzinas / dujos,Automatinė,"1.4 l., 81 kW",315 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-universalas-2015-benzinas-dujos-30038745.html
Volkswagen Golf,2013-12,Hečbekas,4 999 €,Benzinas,Mechaninė,"1.4 l., 90 kW",256 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2013-benzinas-29830514.html
Volkswagen Golf,2011-07,Hečbekas,4 999 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2011-dyzelinas-29981457.html
Volkswagen Golf,2013-10,Universalas,5 400 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",332 402 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2013-dyzelinas-29471888.html
Volkswagen Golf,2014-12,Hečbekas,5 590 €,Benzinas,Mechaninė,"1.2 l., 77 kW",193 721 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-2-l-hecbekas-2014-benzinas-30042791.html
Volkswagen Golf,2012-01,Kabrioletas,5 750 €,Benzinas,Automatinė,"1.4 l., 118 kW",205 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-kabrioletas-2012-benzinas-29960351.html
Volkswagen Golf,2014-12,Universalas,5 900 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",187 000 km,Utena,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2014-dyzelinas-30011635.html
Volkswagen Golf,2014-01,Hečbekas,6 150 €,Benzinas,Mechaninė,"1.4 l., 103 kW",306 000 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2014-benzinas-29914647.html
Volkswagen Golf,2014-10,Universalas,6 190 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",274 200 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2014-dyzelinas-30028329.html
Volkswagen Golf,2015-08,Universalas,6 200 €,Benzinas,Mechaninė,"1.2 l., 81 kW",262 544 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-2-l-universalas-2015-benzinas-29391992.html
Volkswagen Golf,2015-06,Universalas,6 300 €,Dyzelinas,Mechaninė,"1.6 l.,",330 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2015-dyzelinas-29887414.html
Volkswagen Golf,2013-11,Universalas,6 400 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",290 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2013-dyzelinas-29915111.html
Volkswagen Golf,2016-01,Universalas,6 500 €,Benzinas,Mechaninė,"1.2 l., 81 kW",203 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-2-l-universalas-2016-benzinas-29660061.html
Volkswagen Golf,2015-04,Universalas,6 500 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",260 000 km,Tauragė,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2015-dyzelinas-29960163.html
Volkswagen Golf,2015-12,Hečbekas,6 800 €,"Elektra, 24 kWh",Automatinė,"Elektra, 24 kWh",148 183 km,Plungė,https://autoplius.lt/skelbimai/volkswagen-golf-24-kwh-hecbekas-2015-elektra-29900074.html
Volkswagen Golf,2015-12,Universalas,6 900 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",228 400 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2015-dyzelinas-29903452.html
Volkswagen Golf,2014-09,Hečbekas,6 900 €,Benzinas,Automatinė,"1.4 l., 103 kW",141 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2014-benzinas-30009683.html
Volkswagen Golf,2016-08,Universalas,6 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",319 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2016-dyzelinas-29989263.html
Volkswagen Golf,2014-11,Hečbekas,6 980 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",215 145 km,Alytus,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2014-dyzelinas-29375978.html
Volkswagen Golf,2013-01,Hečbekas,6 999 €,Benzinas,Automatinė,"2.0 l., 155 kW",274 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2013-benzinas-29988575.html
Volkswagen Golf,2013-07,Hečbekas,7 000 €,Benzinas,Mechaninė,"1.4 l., 103 kW",300 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2013-benzinas-30019659.html
Volkswagen Golf,2014-12,Universalas,7 000 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",251 000 km,Klaipėda,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2014-dyzelinas-29941391.html
Volkswagen Golf,2023-10,Universalas,7 200 €,Benzinas,Mechaninė,"1.0 l., 81 kW",35 000 km,Kazlų Rūda,https://autoplius.lt/skelbimai/volkswagen-golf-1-0-l-universalas-2023-benzinas-29675949.html
Volkswagen Golf,2018,Hečbekas,7 300 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",299 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2018-dyzelinas-30010629.html
Volkswagen Golf,2015-09,Hečbekas,7 300 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",299 000 km,Tauragė,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2015-dyzelinas-29998133.html
Volkswagen Golf,2013-04,Hečbekas,7 300 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",276 711 km,Vilkaviškis,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2013-dyzelinas-29997089.html
Volkswagen Golf,2011-10,Hečbekas,7 400 €,Dyzelinas,Automatinė,"2.0 l., 125 kW",217 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2011-dyzelinas-29869288.html
Volkswagen Golf,2022-01,Universalas,7 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",111 250 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2022-dyzelinas-29940697.html
Volkswagen Golf,2017-12,Hečbekas,7 600 €,Benzinas,Mechaninė,"1.4 l., 92 kW",224 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2017-benzinas-30049101.html
Volkswagen Golf,2016-06,Hečbekas,7 850 €,Benzinas,Mechaninė,"1.4 l., 110 kW",225 000 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2016-benzinas-29993675.html
Volkswagen Golf,2017,Universalas,8 000 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",235 357 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2017-dyzelinas-29945051.html
Volkswagen Golf,2014-11,Hečbekas,8 200 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",242 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2014-dyzelinas-30026501.html
Volkswagen Golf,2015-05,Hečbekas,8 300 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",265 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2015-dyzelinas-29418406.html
Volkswagen Golf,2012-12,Hečbekas,8 350 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",250 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2012-dyzelinas-29837168.html
Volkswagen Golf,2018-05,Hečbekas,8 350 €,Benzinas,Mechaninė,"1.0 l., 63 kW",177 000 km,Klaipėda,https://autoplius.lt/skelbimai/volkswagen-golf-1-0-l-hecbekas-2018-benzinas-29884052.html
Volkswagen Golf,2017-11,Hečbekas,8 400 €,Benzinas,Mechaninė,"1.4 l., 92 kW",146 750 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2017-benzinas-30017781.html
Volkswagen Golf,2018-11,Universalas,8 400 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",237 616 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2018-dyzelinas-29633975.html
Volkswagen Golf,2014-12,Hečbekas,8 500 €,Benzinas / elektra,Automatinė,"1.4 l., 150 kW",209 461 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2014-benzinas-elektra-30010313.html
Volkswagen Golf,2018-04,Hečbekas,8 500 €,Benzinas,Mechaninė,"1.4 l., 92 kW",193 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2018-benzinas-30015387.html
Volkswagen Golf,2017-08,Hečbekas,8 500 €,Benzinas,Automatinė,"1.4 l., 92 kW",165 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2017-benzinas-29981777.html
Volkswagen Golf,2019-04,Hečbekas,8 500 €,Benzinas,Mechaninė,"1.0 l., 85 kW",256 500 km,Ukmergė,https://autoplius.lt/skelbimai/volkswagen-golf-1-0-l-hecbekas-2019-benzinas-29989249.html
Volkswagen Golf,2019-03,Hečbekas,8 500 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",170 500 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2019-dyzelinas-29989339.html
Volkswagen Golf,2020-02,Universalas,8 700 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",247 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2020-dyzelinas-29889586.html
Volkswagen Golf,2016-11,Hečbekas,8 800 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",277 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2016-dyzelinas-29984593.html
Volkswagen Golf,2014-11,Hečbekas,8 899 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",227 000 km,Kretinga,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2014-dyzelinas-29576637.html
Volkswagen Golf,2016-05,Hečbekas,8 950 €,"Elektra, 85 kWh",Automatinė,"Elektra, 85 kWh",97 740 km,Elektrėnai,https://autoplius.lt/skelbimai/volkswagen-golf-85-kwh-hecbekas-2016-elektra-30014231.html
Volkswagen Golf,2018-01,Hečbekas,8 990 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",221 222 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2018-dyzelinas-29993687.html
Volkswagen Golf,2016-01,Hečbekas,8 999 €,Benzinas,Automatinė,"2.0 l., 155 kW",160 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2016-benzinas-30022957.html
Volkswagen Golf,2015,Sedanas,9 199 €,Benzinas / elektra,Automatinė,"1.4 l., 150 kW",250 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-sedanas-2015-benzinas-elektra-29968357.html
Volkswagen Golf,2015-11,Hečbekas,9 250 €,Benzinas / elektra,Automatinė,"1.4 l., 150 kW",260 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2015-benzinas-elektra-29940221.html
Volkswagen Golf,2019-01,Hečbekas,9 700 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",190 000 km,Panevėžys,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2019-dyzelinas-29866774.html
Volkswagen Golf,2016-05,Universalas,9 800 €,Benzinas / elektra,Automatinė,"1.4 l., 150 kW",105 116 km,Raseiniai,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-universalas-2016-benzinas-elektra-29982751.html
Volkswagen Golf,2018,Hečbekas,9 900 €,Elektra,Automatinė,,147 537 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-hecbekas-2018-elektra-30028527.html
Volkswagen Golf,2019-08,Universalas,9 983 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",185 309 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2019-dyzelinas-29097763.html
Volkswagen Golf,2020-02,Universalas,10 300 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",298 170 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2020-dyzelinas-29514528.html
Volkswagen Golf,2015-10,Hečbekas,10 300 €,Benzinas / elektra,Automatinė,"1.4 l., 150 kW",128 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2015-benzinas-elektra-30037839.html
Volkswagen Golf,2018-08,Hečbekas,10 400 €,Benzinas / elektra,Automatinė,"1.4 l., 150 kW",180 000 km,Tauragė,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2018-benzinas-elektra-29946337.html
Volkswagen Golf,2016-11,Universalas,10 990 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",250 800 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2016-dyzelinas-29978253.html
Volkswagen Golf,2017-01,Universalas,11 200 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",145 046 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2017-dyzelinas-29944655.html
Volkswagen Golf,2015-06,Hečbekas,11 400 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",187 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2015-dyzelinas-29784407.html
Volkswagen Golf,2017-11,Hečbekas,11 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",191 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2017-dyzelinas-29987763.html
Volkswagen Golf,2013-10,Hečbekas,11 900 €,Benzinas,Mechaninė,"2.0 l., 169 kW",184 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2013-benzinas-29989427.html
Volkswagen Golf,2019-04,Hečbekas,11 900 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",137 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2019-dyzelinas-29989547.html
Volkswagen Golf,2021-12,Universalas,12 000 €,Dyzelinas,Automatinė,"2.0 l.,",135 000 km,Klaipėda,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2021-dyzelinas-29786451.html
Volkswagen Golf,2017-11,Hečbekas,12 249 €,"Elektra, 36 kWh",Automatinė,"Elektra, 36 kWh",97 562 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-36-kwh-hecbekas-2017-elektra-29535907.html
Volkswagen Golf,2020-07,Universalas,12 500 €,Benzinas,Automatinė,"1.5 l., 110 kW",165 000 km,Klaipėda,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-universalas-2020-benzinas-29940399.html
Volkswagen Golf,2018-12,Hečbekas,12 599 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",116 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2018-dyzelinas-29308988.html
Volkswagen Golf,2020-04,Universalas,12 900 €,Benzinas,Automatinė,"1.5 l., 110 kW",171 000 km,"Tallinn, Estija",https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-universalas-2020-benzinas-29519954.html
Volkswagen Golf,2020-11,Hečbekas,13 200 €,"Elektra, 36 kWh",Automatinė,"Elektra, 36 kWh",44 610 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-36-kwh-hecbekas-2020-elektra-29915367.html
Volkswagen Golf,2018,Hečbekas,13 200 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",228 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2018-dyzelinas-29825688.html
Volkswagen Golf,2021-04,Universalas,13 400 €,Dyzelinas,Automatinė,"2.0 l., 85 kW",225 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2021-dyzelinas-29909029.html
Volkswagen Golf,2015-11,Hečbekas,13 500 €,Benzinas,Automatinė,"1.4 l., 92 kW",134 950 km,Jonava,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2015-benzinas-30020523.html
Volkswagen Golf,2021-05,Universalas,13 600 €,Benzinas / elektra,Automatinė,"1.0 l., 85 kW",197 900 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-0-l-universalas-2021-benzinas-elektra-30021961.html
Volkswagen Golf,2020-07,Universalas,13 900 €,Benzinas,Automatinė,"1.5 l., 110 kW",135 050 km,"Tallinn, Estija",https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-universalas-2020-benzinas-29552767.html
Volkswagen Golf,2018-06,Hečbekas,14 390 €,Benzinas,Automatinė,"2.0 l., 169 kW",101 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2018-benzinas-30018197.html
Volkswagen Golf,2022-10,Hečbekas,14 800 €,Benzinas,Automatinė,"2.0 l., 180 kW",69 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2022-benzinas-29943175.html
Volkswagen Golf,2019-08,Hečbekas,14 900 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",120 352 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2019-dyzelinas-29921667.html
Volkswagen Golf,2020-11,Hečbekas,15 500 €,Benzinas / elektra,Automatinė,"1.0 l., 81 kW",99 548 km,Klaipėda,https://autoplius.lt/skelbimai/volkswagen-golf-1-0-l-hecbekas-2020-benzinas-elektra-29989267.html
Volkswagen Golf,2020-09,Hečbekas,17 700 €,Benzinas / elektra,Automatinė,"1.5 l., 110 kW",106 031 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-hecbekas-2020-benzinas-elektra-29956569.html
Volkswagen Golf,2024-09,Hečbekas,17 900 €,Benzinas / elektra,Automatinė,"1.5 l., 110 kW",49 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-hecbekas-2024-benzinas-elektra-30038345.html
Volkswagen Golf,2021,Universalas,18 300 €,Benzinas / elektra,Automatinė,"1.5 l., 96 kW",49 000 km,Alytus,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-universalas-2021-benzinas-elektra-30023997.html
Volkswagen Golf,2017-04,Hečbekas,19 000 €,Benzinas,Mechaninė,"2.0 l., 228 kW",49 877 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2017-benzinas-29971271.html
Volkswagen Golf,2024-03,Universalas,19 750 €,Benzinas / elektra,Automatinė,"1.5 l., 110 kW",19 950 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-universalas-2024-benzinas-elektra-29972877.html
Volkswagen Golf,2024-06,Universalas,19 850 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",43 582 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2024-dyzelinas-30015483.html
Volkswagen Golf,2023-07,Universalas,22 400 €,Benzinas,Automatinė,"1.5 l., 106 kW",52 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-universalas-2023-benzinas-29748573.html
Volkswagen Golf,2023-12,Hečbekas,26 900 €,Benzinas,Automatinė,"2.0 l., 180 kW",19 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2023-benzinas-28286542.html
Volkswagen Golf,2024,Universalas,,Benzinas / elektra,Automatinė,110 kW,,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-universalas-2024-benzinas-elektra-29162935.html
Volkswagen Golf,2023-02,Hečbekas,36 500 €,Dyzelinas,Automatinė,"2.0 l., 147 kW",100 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2023-dyzelinas-29989579.html
Volkswagen Golf,2002-05,Hečbekas,800 €,Dyzelinas,Mechaninė,"1.9 l., 81 kW",236 547 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-2002-dyzelinas-30047307.html
Volkswagen Golf,1988-09,Hečbekas,850 €,Benzinas,Mechaninė,"1.6 l.,",256 871 km,Varėna,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-1988-benzinas-30042829.html
Volkswagen Golf,1999,Hečbekas,899 €,Benzinas,Mechaninė,"1.4 l., 55 kW",336 720 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-1999-benzinas-30040217.html
Volkswagen Golf,1999-01,Hečbekas,1 200 €,Dyzelinas,Mechaninė,"1.9 l., 66 kW",,Alytus,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-1999-dyzelinas-29986931.html
Volkswagen Golf,2003,Universalas,1 300 €,Dyzelinas,Mechaninė,"1.9 l., 74 kW",281 256 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2003-dyzelinas-29911855.html
Volkswagen Golf,2002-05,Universalas,1 450 €,Dyzelinas,Mechaninė,81 kW,320 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-universalas-2002-dyzelinas-30012917.html
